playerId,name,I_F_flurryAdjustedxGoals,games_played
8479462,Tarmo Reunanen,0.07,4
8479465,Drake Caggiula,47.07,288
8479466,Patrick Russell,7.26,59
8479482,Michal Kempny,12.22,247
8479483,Yohann Auvitu,4.35,58
8479510,Egor Korshkov,0.02,1
8479511,Janne Kuokkanen,15.28,115
8479512,Kasper Bjorkqvist,0.82,6
8479514,Rem Pitlick,17.67,131
8479516,Garrett Pilon,0.13,3
8479518,Fredrik Karlstrom,0.37,8
8479520,Brandon Duhaime,39.91,293
8479522,Hardy Haman Aktell,0.18,6
8479523,Lucas Carlsson,3.34,73
8479525,Ross Colton,79.91,331
8479526,Otto Koivula,1.12,28
8479533,Joona Koppanen,0.85,20
8479534,Linus Hogberg,0.05,5
8479536,Axel Jonsson-Fjallby,9.25,99
8479542,Brandon Hagel,115.14,375
8479543,Michael Pezzetta,16.99,200
8479546,Oskar Steen,5.5,60
8479547,Matthew Phillips,4.13,34
8479550,Tanner Laczynski,3.4,46
8479553,Maxim Mamin,10.12,72
8479557,Calvin Thurkauf,0.05,3
8479571,Joachim Blichfeld,0.48,8
8479573,Mikhail Maltsev,8.03,56
8479576,Vincent Desharnais,2.67,165
8479578,Casey Fitzgerald,2.22,63
8479580,Dylan Gambrell,23.75,233
8479587,Rhett Gardner,2.74,41
8479591,Michael Eyssimont,40.33,213
8479594,Nathan Clurman,0.07,1
8479595,Blake Hillman,0.07,4
8479597,Chase Priskie,0.22,4
8479602,Jeremy Davies,1.05,23
8479613,Giovanni Fiore,0.04,1
8479619,Michael Carcone,24.25,157
8479638,Justin Brazeau,16.47,95
8479639,Dylan Coghlan,8,112
8479644,Matt Luff,13.2,106
8479648,Roman Lyubimov,4.51,47
8479650,Vadim Shipachyov,0.56,3
8479657,Alexandre Fortin,3.22,24
8479661,Tanner Jeannot,51.33,294
8479671,Mathieu Olivier,30.69,250
8479675,Trevor Moore,104.77,416
8479705,Jeffrey Viel,5.64,54
8479718,Alex Barre-Boulet,11.03,70
8479729,Kristians Rubins,0.32,3
8479734,Brennan Menell,0.07,5
8479746,Tye Felhaber,0.07,5
8479748,Gage Quinney,0.42,3
8479755,Victor Antipin,1.63,47
8479772,Zack MacEwen,24.17,237
8479933,Gerald Mayhew,8.5,57
8479941,Justin Danforth,35.93,183
8479942,Dominik Shine,0.48,9
8479944,Zach Aston-Reese,59.63,389
8479945,Gavin Bayreuther,5.49,122
8479968,Vinni Lettieri,19.21,155
8479969,Griffen Molino,0.45,5
8479970,Joseph Gambardella,0.68,15
8479972,Mason Shaw,8.58,82
8479974,Nolan Patrick,38.26,222
8479976,Juuso Valimaki,16.02,271
8479977,Kailer Yamamoto,67.91,315
8479980,Nicolas Hague,21.83,364
8479981,Jonah Gadjovich,18.31,160
8479982,Conor Timmins,5.96,159
8479983,Mario Ferraro,21.79,408
8479984,Cal Foote,5.39,145
8479985,Cale Fleury,2.77,70
8479986,Kole Lind,2.99,31
8479987,Morgan Geekie,54.09,333
8479991,Jake Leschyshyn,7.44,77
8479992,Michael Rasmussen,77.84,390
8479994,Jaret Anderson-Dolan,12.89,134
8479996,Cody Glass,41.6,252
8479998,Mikey Anderson,18.97,345
8479999,Casey Mittelstadt,70.19,438
8480001,Urho Vaakanainen,6.16,187
8480002,Nico Hischier,171.74,527
8480003,Jesper Boqvist,37.5,310
8480005,Kristian Vesalainen,4.02,70
8480007,Jonas Rondbjerg,8.22,76
8480008,Adam Ruzicka,12.98,117
8480009,Eeli Tolvanen,61.13,345
8480011,Klim Kostin,17.31,190
8480012,Elias Pettersson,133.17,471
8480014,Gabriel Vilardi,68.6,270
8480015,Owen Tippett,85.31,347
8480018,Nick Suzuki,99.76,455
8480019,Isaac Ratcliffe,1.36,10
8480021,Jack Studnicka,12.68,107
8480023,Robert Thomas,88.34,466
8480025,MacKenzie Entwistle,17.67,193
8480027,Jason Robertson,113.8,374
8480028,Morgan Frost,58.07,310
8480029,Alex Formenton,25.93,109
8480031,Max Comtois,35.42,211
8480032,Shane Bowers,0.51,13
8480034,Joel Teasdale,0.13,2
8480035,Henri Jokiharju,18.09,407
8480036,Miro Heiskanen,63.71,475
8480037,Aleksi Heponiemi,3.28,25
8480039,Martin Necas,105.8,441
8480041,Dmitri Samorukov,0.2,3
8480043,Timothy Liljegren,15.55,264
8480049,Dylan Samberg,7.25,216
8480053,Alexander Chmelevski,2.77,24
8480054,Reilly Walsh,0.02,1
8480056,Jack Rathbone,1.67,28
8480058,Pierre-Olivier Joseph,7.42,194
8480060,Scott Reedy,5.56,35
8480063,David Farrance,0.11,2
8480064,Josh Norris,65.29,239
8480068,Ryan Poehling,42.12,283
8480069,Cale Makar,74.17,395
8480070,Ian Mitchell,3.06,110
8480071,Robin Salo,0.99,32
8480072,Lias Andersson,9.84,110
8480073,Erik Brannstrom,16.38,294
8480074,Alexandre Texier,32.53,232
8480075,Cameron Crotty,0.02,2
8480078,Filip Chytil,81.57,393
8480081,Michael Kapla,0.11,5
8480082,Justin Kloos,0.13,2
8480083,C.J. Smith,1.48,15
8480084,Nick DeSimone,2.17,58
8480087,Mike Vecchione,0.42,3
8480113,Alex Iafallo,119.15,584
8480143,Jakub Jerabek,1.87,37
8480144,David Kampf,69.6,536
8480145,Neal Pionk,42.98,536
8480147,Oscar Fantenberg,5.23,124
8480153,Victor Ejdsell,0.34,6
8480157,Calle Rosen,4.57,93
8480158,Andreas Borgman,2.07,55
8480160,Radim Simek,9.74,209
8480161,Libor Sulak,0.54,6
8480163,Philip Holm,0.01,1
8480164,Henrik Haapala,0.36,5
8480172,Jan Rutta,18.53,417
8480184,Gustav Lindstrom,4.6,174
8480185,Eetu Luostarinen,61.05,374
8480186,Alexander Volkov,4.75,46
8480188,Fabian Zetterlund,59.19,247
8480192,Johnathan Kovacevic,11.32,224
8480196,Jacob Bryson,5.17,254
8480201,Maksim Sushko,0,2
8480205,Emil Bemstrom,34.67,242
8480208,Drake Batherson,105.91,391
8480216,Jacob Peterson,12.87,83
8480220,Noah Cates,45.66,235
8480221,Drake Rymsha,0,1
8480222,Sebastian Aho,8.45,190
8480226,Marian Studenic,6.26,44
8480231,Jakub Galvas,0.28,6
8480242,Arnaud Durandeau,0.79,4
8480245,Olle Lycksell,5.58,45
8480246,Nick Perbix,10.56,220
8480247,Jonathan Davidsson,0.25,6
8480252,Cole Guttman,6.3,41
8480259,Ben Jones,2.09,28
8480267,Samuel Walker,1.7,13
8480274,Philip Kemp,0,1
8480275,Nick Swaney,0,1
8480276,Ivan Chekhovich,0.31,4
8480281,Alexey Toropchenko,37.03,259
8480289,Morgan Barron,36.54,256
8480291,Skyler Brind'Amour,0.62,2
8480292,Carson Meyer,4.64,41
8480293,Wyatt Kalynuk,1.34,26
8480304,Jayden Halbgewachs,0.48,3
8480306,Grant Hutton,1.52,31
8480314,Max Veronneau,1.33,16
8480326,Sheldon Dries,18.35,122
8480328,David Gust,0.96,4
8480330,Spencer Foo,1.57,4
8480336,Sean Walker,32.43,395
8480341,Adam Johnson,0.6,13
8480355,Mark Kastelic,20.93,205
8480384,Alexander True,2.17,27
8480434,Sean Durzi,22.69,242
8480439,Mac Hollowell,0.13,6
8480441,Trey Fix-Wolansky,3.75,26
8480443,Kristian Reichel,1.69,15
8480448,Parker Kelly,30.4,257
8480459,Pius Suter,79.02,364
8480466,Joey Keane,0.07,2
8480467,Austin Strand,0.84,26
8480468,James Hamblin,4.1,41
8480727,Zach Whitecloud,16.51,321
8480748,Kiefer Sherwood,37.1,264
8480761,Mitch Reinke,0.03,1
8480762,Eric Robinson,67.57,388
8480769,Joel L'Esperance,4.03,33
8480771,Daniel Brickley,0.02,5
8480776,Sheldon Rempal,2.48,21
8480780,Lukas Radil,5.7,50
8480789,Oliver Wahlstrom,37.57,236
8480796,Martin Fehervary,17.45,299
8480797,Joel Farabee,89.36,415
8480798,Philipp Kurashev,46.64,317
8480800,Quinn Hughes,41.85,433
8480801,Brady Tkachuk,228.98,512
8480802,Ryan McLeod,45.95,298
8480803,Evan Bouchard,41.18,347
8480806,Isac Lundestrom,40.28,337
8480807,Mattias Samuelsson,9.52,212
8480813,Joe Veleno,35.4,306
8480814,Nicolas Beaudin,0.48,22
8480817,K'Andre Miller,26.13,368
8480820,Filip Kral,0.02,2
8480821,Filip Zadina,50.22,262
8480822,Martin Kaut,5.59,56
8480823,Alexander Alexeyev,1.86,80
8480825,Patrick Giles,1.39,17
8480828,Michael Callahan,0.25,17
8480829,Jesperi Kotkaniemi,74.61,476
8480830,Andrei Svechnikov,160.29,478
8480831,Alec Regula,0.67,22
8480833,Vitali Kravtsov,6.82,64
8480834,Ty Emberson,2.82,106
8480835,Jack Drury,28.2,186
8480836,Jonathan Gruden,0.96,16
8480839,Rasmus Dahlin,65.46,509
8480840,Oskar Bck,7.83,73
8480842,Filip Hallander,0,3
8480844,Grigori Denisenko,2.87,33
8480845,Rasmus Kupari,19.01,217
8480846,Sampo Ranta,1.48,16
8480847,Ryan Merkley,0.86,39
8480848,Ty Dellandrea,25.91,219
8480849,Barrett Hayton,71.29,291
8480851,Akil Thomas,3.41,32
8480853,Liam Foudy,13.01,104
8480855,Jack McBain,34.92,241
8480858,Cameron Hillis,0.03,1
8480860,Kevin Bahl,7.21,221
8480863,Gabriel Fortier,1.25,11
8480865,Noah Dobson,36.51,388
8480870,Benoit-Olivier Groulx,5.95,65
8480871,Adam Boqvist,17.76,244
8480873,Rasmus Sandin,17.16,309
8480874,Adam Ginning,0.17,11
8480878,Nils Lundkvist,8.67,183
8480879,Jacob Bernard-Docker,4.25,144
8480880,Jakub Lauko,12.74,139
8480883,Ty Smith,8.66,131
8480884,Calen Addison,7.48,152
8480887,Jordan Harris,6.22,164
8480890,Jan Jenik,2.97,24
8480891,Michael Kesselring,10.28,156
8480893,Kirill Marchenko,52.96,216
8480901,Karson Kuhlman,21.08,147
8480913,Jordan Gross,2.25,25
8480935,Lawrence Pilut,1.63,63
8480940,Joel Persson,0.38,13
8480943,Igor Ozhiganov,1.22,53
8480944,Par Lindholm,9.38,106
8480945,Juuso Riikola,4.69,80
8480946,Dominik Kahun,26.15,186
8480948,Egor Yakovlev,1.32,25
8480950,Ilya Lyubushkin,11.75,433
8480954,Jacob Nilsson,0,2
8480955,Bogdan Kiselevich,0.5,32
8480965,Antti Suomela,6.89,51
8480977,Semyon Der-Arguchintsev,0,1
8480979,Nathan Smith,1.85,14
8480980,Connor Dewar,28.4,238
8480988,Riley Damiani,1.4,7
8480990,Declan Chisholm,3.74,99
8480994,Damien Giroux,0,1
8480995,Pontus Holmberg,19.79,159
8481003,Hunter Drew,0,2
8481004,Josiah Slavin,1.08,15
8481006,Tyler Tucker,1.94,90
8481013,Jonatan Berggren,22.11,154
8481014,Alexander Romanov,16.32,354
8481016,Ruslan Iskhakov,0.26,1
8481019,David Gustafsson,10.64,149
8481024,Linus Karlsson,6.1,27
8481028,Martin Pospisil,25.5,144
8481030,Jack St. Ivany,0.67,33
8481032,Paul Cotter,33.29,217
8481042,Nikolai Kovalenko,5.95,57
8481043,Cole Koepke,13.75,99
8481056,Spencer Stastney,1.84,51
8481058,Jesse Ylonen,8.97,111
8481059,Scott Perunovich,2.51,108
8481061,Jasper Weatherby,5.01,50
8481065,Angus Crookshank,2.21,21
8481068,Yegor Sharangovich,82.42,356
8481070,Hugh McGing,0.55,6
8481072,Tim Berni,3.07,59
8481077,John Leonard,6.32,70
8481093,Rafael Harvey-Pinard,15.35,84
8481102,Egor Sokolov,1.46,13
8481105,Otto Leskinen,0.04,6
8481122,Simon Benoit,8.58,279
8481133,Cole Reinhardt,1.42,18
8481147,Reese Johnson,12.72,135
8481161,Jake Christiansen,3.59,112
8481167,Brayden Pachal,4.92,138
8481178,Egor Zamula,4.61,155
8481186,Logan O'Connor,56.35,343
8481206,John Ludvig,1.71,41
8481237,Kyle MacLean,8.01,113
8481239,Samuel Fagemo,1.64,21
8481422,Jacob Lucchini,4.02,54
8481425,Josh Teves,0,1
8481426,Ryan Kuffner,0.99,10
8481433,Taro Hirose,5.32,60
8481441,Joe Snively,4.77,27
8481442,Brady Keeper,0.04,2
8481461,Corey Schueneman,1.7,35
8481462,Mason Morelli,1.37,10
8481477,Nico Sturm,47.31,331
8481479,Brogan Rafferty,0.05,3
8481481,Blake Lizotte,50.1,379
8481486,Jimmy Schuldt,0.15,9
8481489,Jon Lizotte,0.03,1
8481491,Noah Philp,1.54,15
8481515,Danil Yurtaykin,0.21,4
8481516,Joel Kellman,3.49,38
8481517,Brett Leason,24.33,220
8481518,Nolan Foote,3.49,30
8481521,Ronnie Attard,2.21,29
8481522,Peyton Krebs,30.65,296
8481523,Kirby Dach,50.91,269
8481524,Bowen Byram,23.4,246
8481525,Matthew Robertson,0.1,2
8481527,Kaedan Korczak,2.68,77
8481528,Dylan Cozens,91.03,362
8481530,Brayden Tracey,0.14,1
8481532,Alex Turcotte,15.49,100
8481533,Trevor Zegras,52.67,268
8481534,Raphael Lavoie,2.03,16
8481535,Nils Hoglander,54.04,293
8481536,Daniil Misyul,0,1
8481537,Nikita Okhotiuk,2.89,67
8481540,Cole Caufield,90.86,287
8481541,Samuel Bolduc,1.41,52
8481542,Moritz Seider,29.04,328
8481543,Nikita Alexandrov,4.64,51
8481546,Cam York,18.16,235
8481550,Adam Beckman,2.52,23
8481552,Artemi Kniazev,0.12,1
8481553,Bobby Brink,23.92,146
8481554,Kaapo Kakko,63.13,379
8481555,Mattias Norlinder,0.06,6
8481556,John Beecher,11.85,130
8481557,Matt Boldy,94.35,285
8481558,John Farinacci,0.1,1
8481559,Jack Hughes,126.31,368
8481560,Arthur Kaliyev,41.5,202
8481562,Domenick Fensore,0.17,2
8481563,Drew Helleson,2.47,59
8481564,Ryan Johnson,1.73,44
8481567,Henry Thrun,4.16,119
8481568,Alex Vlasic,7.6,179
8481572,Ville Heinola,2.04,53
8481575,Lassi Thomson,0.58,18
8481576,Ryan Suzuki,0.01,2
8481577,Philip Tomasino,36.2,209
8481578,Graeme Clarke,0.17,3
8481580,Connor McMichael,55.28,237
8481581,Thomas Harley,19.34,197
8481582,Nicholas Robertson,22.69,156
8481585,Egor Afanasyev,1.59,19
8481591,Sam Poulin,0.67,13
8481592,Jakob Pelletier,13.97,86
8481593,Jayden Struble,3.54,112
8481594,Nathan Lgar,0.54,3
8481596,Shane Pinto,60.71,210
8481598,Philip Broberg,7.6,149
8481599,Victor Soderstrom,2.89,53
8481600,Tobias Bjornfot,4.47,134
8481601,Simon Holmstrom,26.3,200
8481604,Pavel Dorofeyev,41.91,149
8481605,Jackson LaCombe,13.01,148
8481606,Jordan Spence,9.35,180
8481607,Albert Johansson,1.8,61
8481609,Vladislav Kolyachonok,2.45,74
8481617,Vasily Podkolzin,30.7,219
8481618,Alex Newhook,53.93,296
8481624,Ilya Mikheyev,78.7,350
8481626,Arttu Ruotsalainen,4.31,35
8481629,Olle Alsing,0.05,4
8481630,Alexander Yelesin,0.06,4
8481637,Anton Wedin,0.13,4
8481638,Joakim Nygard,4.66,42
8481640,Lean Bergmann,0.7,13
8481641,Joel Kiviranta,39.65,298
8481642,Andrei Chibisov,0.21,2
8481649,Joona Luoto,1.55,23
8481650,Jakob Lilja,2.24,37
8481655,Cole Schwindt,5.1,49
8481656,Aliaksei Protas,46.14,245
8481657,Viktor Lodin,0.15,1
8481679,Maxence Guenette,0.32,8
8481683,Aidan McDonough,0.86,6
8481690,Tyler Angle,1.04,4
8481699,Aku Raty,0,1
8481701,Santeri Hatakka,0.55,21
8481703,Valtteri Puustinen,9.14,66
8481704,Juuso Parssinen,20.26,137
8481708,Zac Jones,5.37,115
8481711,Matias Maccelli,34.99,224
8481712,Matej Blumel,1.74,13
8481716,Dmitri Voronkov,42.84,148
8481719,Maxwell Crozier,0.7,18
8481720,Nick Abruzzese,1.67,11
8481725,Elmer Soderblom,9.68,47
8481726,Adam Edstrom,7.65,62
8481732,Andre Lee,2.89,19
8481737,Matt Stienburg,0.36,8
8481740,Tyce Thompson,0.56,11
8481743,Marc Del Gaizo,3.8,55
8481751,Lukas Rousek,1.26,17
8481754,Nikita Nesterenko,5.72,32
8481789,Tye Kartye,17.67,140
8481806,Louis Crevier,1.42,56
8481812,Nikolai Knyzhov,1.92,81
8481813,Gaetan Haas,7.72,92
8481815,Bryce Kindopp,0.05,1
8481827,Ben McCartney,0.18,2
8481848,Jacob Gaucher,0.43,4
8481849,Zachary Hayes,0.04,3
8482055,Drew O'Connor,52.28,241
8482061,Brandon Biro,1.23,6
8482062,Cole Smith,34.15,229
8482063,Marc Michaelis,0.73,15
8482067,Connor Mackey,1.96,42
8482070,Mitchell Chaffee,13.39,98
8482072,Jack Ahcan,0.44,11
8482073,Braden Schneider,11.52,286
8482074,Connor Zary,23.72,117
8482077,Dylan Holloway,31.67,166
8482078,Lucas Raymond,79.78,320
8482079,Marco Rossi,41.31,185
8482081,Sean Farrell,0.67,6
8482087,Kaiden Guhle,10.02,169
8482088,Justin Sourdif,0.37,4
8482089,Jake Neighbours,47.19,211
8482090,Jack Finley,0.06,1
8482092,Ridly Greig,34.97,170
8482093,Seth Jarvis,99.36,304
8482094,Daemon Hunt,0.51,13
8482095,Tyler Kleven,3.33,96
8482097,Jack Quinn,34.76,178
8482101,Danil Gushchin,3.55,18
8482102,Vasily Ponomarev,0.39,9
8482103,Ozzy Wiesblatt,0.39,5
8482105,Jake Sanderson,22.91,236
8482109,Alexis Lafreniere,75.33,380
8482110,Dawson Mercer,82.95,328
8482111,Justin Barron,9.87,156
8482113,Anton Lundell,64.92,295
8482116,Tim Stutzle,105.6,357
8482117,Lukas Reichel,20.54,169
8482118,Sam Colangelo,6.66,35
8482122,Brock Faber,14.25,162
8482124,Quinton Byfield,62.32,260
8482125,Alexander Holtz,22.42,163
8482126,Emil Andrae,3.09,46
8482131,Donovan Sebrango,0,2
8482132,Brett Berard,4.88,35
8482133,Thomas Bordeleau,7.87,44
8482141,Lukas Cormier,0.22,2
8482142,Jamie Drysdale,13.9,217
8482144,Jack Thompson,1.66,34
8482145,Mavrik Bourque,11.97,74
8482146,Luke Evangelista,34.66,172
8482147,Jean-Luc Foudy,1.41,13
8482148,Hendrix Lapierre,8.55,84
8482149,Cole Perfetti,47.8,222
8482150,Jacob Perreault,0.21,1
8482153,Brendan Brisson,2.7,24
8482155,Alex Laferriere,36.04,158
8482157,Will Cuylle,34.83,167
8482159,Tyson Foerster,38.82,166
8482162,Roby Jarventie,0.87,7
8482165,Yan Kuznetsov,0.09,1
8482166,Shakir Mukhamadullin,1.84,33
8482169,Helge Grans,0.33,6
8482172,Landon Slaggert,6.59,49
8482175,JJ Peterka,55.09,238
8482176,Wyatt Kaiser,3.76,98
8482177,Marat Khusnutdinov,5.95,91
8482178,Ian Moore,0.13,3
8482179,Justin Richards,0.1,3
8482181,Tristen Robins,0.1,3
8482192,Isaak Phillips,2.95,56
8482197,Adam Raska,0.89,13
8482201,Gage Goncalves,7.61,62
8482206,Ethan Cardwell,0.49,6
8482207,William Dufour,0,1
8482209,Rory Kerins,0.33,5
8482213,Riley Duran,0.12,2
8482222,Alexander Barabanov,40.4,206
8482240,Mathias Brome,2.61,26
8482241,Radim Zohorna,7.78,68
8482243,Linus Sandin,0.01,1
8482245,Artem Zub,15.52,306
8482247,Mikko Lehtonen,1.37,26
8482248,Fredrik Handemark,0.84,8
8482250,Callahan Burke,1.52,10
8482259,Bobby McMann,29.02,140
8482369,Brinson Pasichnuk,0.08,4
8482399,Billy Sweezey,0.09,9
8482408,Jeff Malott,0.96,13
8482448,Samuel Knazko,0,2
8482451,Mikael Pyyhtia,4.57,66
8482452,Elliot Desnoyers,0.29,4
8482460,Matt Rempe,6.02,59
8482470,Ilya Solovyov,0.45,15
8482475,Yegor Chinakhov,27.22,175
8482476,Emil Heineman,7.73,66
8482482,Adam Wilsby,1.64,23
8482496,Nils Aman,12.73,130
8482507,Chase Bradley,0,2
8482511,Mason Lohrei,8.31,118
8482516,Matthew Kessel,1.86,70
8482623,Josh Dunne,1.33,16
8482624,Daniil Miromanov,6.03,93
8482634,Alex Steeves,1.72,14
8482635,Mike Hardman,3.77,39
8482641,Matt Kiersted,1.56,39
8482652,Walker Duehr,8.16,92
8482654,Jackson Cates,1.88,20
8482655,J.J. Moser,15.19,259
8482659,Josh Doan,17.45,62
8482660,Kent Johnson,31.02,198
8482663,Dylan Duke,0.1,2
8482665,Matty Beniers,53.97,249
8482666,Scott Morrow,1.22,16
8482667,William Eklund,42.22,174
8482671,Owen Power,22.24,242
8482679,Matt Coronato,25.15,112
8482684,Luke Hughes,15.16,155
8482691,Aatu Raty,4.36,48
8482699,Dylan Guenther,41.38,148
8482700,Nolan Allan,1.03,43
8482702,Logan Stankoven,28.53,102
8482703,Colton Dach,3.41,25
8482705,Cole Sillinger,56.31,286
8482711,Stanislav Svozil,0.21,2
8482712,Oskar Olausson,0.19,4
8482713,Mackie Samoskevich,17.26,79
8482715,Ryan Ufko,0,1
8482720,Matthew Knies,40.46,161
8482726,Samuel Helenius,3.57,50
8482730,Brandt Clarke,9.17,103
8482733,Logan Mailloux,0.79,8
8482737,Zack Bolduc,15.03,97
8482740,Wyatt Johnston,74.19,246
8482742,Zachary L'Heureux,11.37,62
8482744,James Malatesta,1.37,13
8482745,Mason McTavish,59.09,229
8482747,Brennan Othmann,2.28,25
8482749,Joshua Roy,7.61,35
8482751,Ryan Winterton,1.41,21
8482758,Ville Koivunen,1.83,8
8482762,Simon Edvinsson,6.81,103
8482763,Fabian Lysell,2.1,12
8482765,Isak Rosen,1.29,15
8482768,Fedor Svechkov,8.56,52
8482775,Oliver Kapanen,1.68,18
8482784,Zach Dean,0.95,9
8482785,Justin Robidas,0.21,2
8482787,Nikita Chibrikov,1.15,5
8482802,Carter Mazur,0,1
8482803,Olen Zellweger,7.67,88
8482807,Ethan Del Mastro,0.89,26
8482809,Jackson Blake,20.25,81
8482815,Kirill Semyonov,0.07,3
8482824,Nick Cicek,0.14,16
8482829,Michael Milne,0,1
8482834,Jesper Froden,3.09,21
8482858,Ryker Evans,4.57,109
8482859,Zack Ostapchuk,3.65,63
8482861,Vincent Iorio,0.23,9
8482866,Ville Ottavainen,0.02,1
8482874,Jacob Melanson,0,1
8482896,Tyson Kozak,3.73,21
8482929,Emil Lilleberg,3.67,113
8482964,Arber Xhekaj,7.21,165
8483012,Logan Morrison,0.82,4
8483017,Frederic Brunet,0.05,1
8483045,Cameron Butler,0,1
8483395,Arshdeep Bains,1.65,21
8483397,Marc McLaughlin,3.41,28
8483398,Declan Carlile,0.16,4
8483401,Marc Johnstone,0,1
8483406,Taylor Ward,0.67,1
8483407,Brandon Scanlin,0,1
8483424,Owen Beck,1.02,13
8483425,Lian Bichsel,1.56,38
8483429,Seamus Casey,0.44,14
8483431,Logan Cooley,35.83,157
8483432,Luca Del Bel Belluz,1.48,16
8483445,Cutter Gauthier,17.73,83
8483447,Conor Geekie,7.04,52
8483448,Isaiah George,0.79,33
8483450,Ryan Greene,0.29,2
8483457,Lane Hutson,6.14,84
8483460,David Jiricek,1.88,59
8483461,Devin Kaplan,0,1
8483464,Marco Kasper,18.54,78
8483465,Joakim Kemell,0.57,2
8483466,Kevin Korchinski,3.62,92
8483467,Kirill Kudryavtsev,0.04,2
8483468,Jiri Kulich,14.73,63
8483471,Brad Lambert,0.64,6
8483472,Maveric Lamoureux,0.81,15
8483476,Jonathan Lekkerimki,2.93,24
8483481,Cam Lund,1.12,11
8483482,Tristan Luneau,0.67,13
8483485,Denton Mateychuk,2.2,45
8483487,Rutger McGroarty,1.31,8
8483489,Fraser Minten,3.87,25
8483490,Pavel Mintyukov,11.09,131
8483491,Ivan Miroshnichenko,7.69,39
8483493,Frank Nazar,13.73,56
8483495,Simon Nemec,6.13,87
8483497,Jani Nyman,2.58,12
8483499,Liam Ohgren,3.33,28
8483500,Noah Ostlund,0.72,8
8483503,Owen Pickering,0.62,25
8483505,Matthew Poitras,7.73,66
8483506,Sam Rinzel,1.3,9
8483512,Matt Savoie,1.03,5
8483515,Juraj Slafkovsky,44.8,200
8483516,Jimmy Snuggerud,1.68,7
8483524,Shane Wright,18.68,95
8483531,Brian Halonen,0.38,4
8483538,Owen Sillinger,0,1
8483546,Marshall Rifai,0.02,2
8483549,Lucas Condotta,1.88,11
8483553,Marc Gatcomb,4.33,39
8483565,Nick Blankenburg,9.84,115
8483567,Georgii Merkulov,1.06,10
8483569,Wyatt Aamodt,0.13,2
8483570,Ben Meyers,9.39,75
8483573,Ethen Frank,2.85,24
8483597,Milos Kelemen,2.09,24
8483609,Adam Klapka,4.97,37
8483619,Filip Roos,0.75,21
8483620,Marcus Bjork,1.11,33
8483630,Pavol Regenda,2.98,19
8483641,Anton Levtchi,0.02,2
8483678,Elias Pettersson,1.12,28
8483733,Nikita Grebenkin,0.63,7
8483763,Maksymilian Szuber,0.02,1
8483768,Victor Mancini,1.36,31
8483808,Andrei Kuzmenko,51.84,219
8483920,Pierrick Dube,0.44,3
8483930,Ivan Ivan,5.13,40
8484125,Hunter McKown,1.05,12
8484135,Parker Ford,0.18,3
8484136,Max Sasson,3.18,29
8484144,Connor Bedard,38.77,150
8484145,Zach Benson,32.72,146
8484149,Gavin Brindley,0,1
8484150,Hunter Brzustewicz,0.03,1
8484152,Luca Cagnoni,0.49,6
8484153,Leo Carlsson,27.16,131
8484164,Dalibor Dvorsky,0.06,2
8484166,Adam Fantilli,28.16,131
8484180,Samuel Honzek,1.07,5
8484186,Ryan Leonard,2.03,9
8484197,Oliver Moore,0.33,9
8484203,Bradly Nadeau,0.64,3
8484210,Gabe Perreault,0.35,5
8484221,Calum Ritchie,1.86,7
8484227,Will Smith,13.11,74
8484234,Aydar Suniev,0.11,1
8484241,Matthew Wood,1.05,6
8484254,Akito Hirose,0.13,10
8484255,Jason Polin,0.47,9
8484256,Jake Livingstone,0.25,5
8484258,Sam Malinski,5.68,99
8484259,Ondrej Pavel,0.41,2
8484287,Cole McWard,0.25,6
8484304,Uvis Balinskis,5.06,102
8484314,Jiri Smejkal,1.92,20
8484321,Nikolas Matinpalo,1.86,45
8484325,Waltteri Merela,1.67,19
8484326,Patrik Koch,0.01,1
8484387,Matvei Michkov,22.69,80
8484406,Ty Mueller,0.23,2
8484768,Zayne Parekh,0.1,1
8484779,Jett Luchanko,0.98,4
8484783,Artyom Levshunov,0.83,18
8484801,Macklin Celebrini,21.91,70
8484821,Sam Morton,0.26,1
8484829,Justin Hryckowian,0.19,5
8484901,Jacob Quillan,0,1
8484911,Collin Graf,4.92,40
8484929,Juha Jaaska,1.92,18
8484938,Arttu Hyry,0.14,5
8484958,Maxim Tsyplakov,15.62,77
8484976,Jere Innala,1.62,17
8484984,Ivan Demidov,0.59,2
8485105,Nikita Prishchepov,0.22,10
8485469,Jack Williams,0.01,1
8485483,Karsen Dorwart,0.24,5
8485511,Quinn Hutson,0.05,2
8485512,Tim Washe,0.49,2
